City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Cayenne,4.9333,-52.3333,297.64,87,75,4.12,GF,1637212779
Mount Isa,-20.7333,139.5,309.02,14,5,2.57,AU,1637212779
Dinghaicun,26.2847,119.7936,291.66,78,97,4.72,CN,1637212779
The Valley,18.217,-63.0578,300.43,77,6,11.06,AI,1637212780
Menemen,38.6075,27.0694,286.05,87,5,2.06,TR,1637212780
Aksu,41.1231,80.2644,278.74,32,80,1.43,CN,1637212780
Bilibino,68.0546,166.4372,252.39,100,68,1.81,RU,1637212781
Tommot,58.9564,126.2925,259.73,90,100,0.74,RU,1637212781
Nioro,13.35,-15.75,296.91,65,93,1.84,GM,1637212782
Tuatapere,-46.1333,167.6833,289.65,51,44,4.45,NZ,1637212782
Saldanha,-33.0117,17.9442,289.1,59,0,9.81,ZA,1637212782
Srednekolymsk,67.45,153.6833,247.94,100,71,2.19,RU,1637212783
Rocha,-34.4833,-54.3333,279.68,78,0,1.89,UY,1637212783
Bengkulu,-3.8004,102.2655,301.04,77,88,2.96,ID,1637212783
Lar,26.2039,83.9717,298.31,34,69,2.11,IN,1637212784
Altay,47.8667,88.1167,268.47,51,100,4.26,CN,1637212784
Khorixas,-20.3667,14.9667,294.88,38,91,1.2,NA,1637212784
Umm Kaddadah,13.6017,26.6876,295.76,32,72,6.73,SD,1637212785
Leningradskiy,69.3833,178.4167,254.14,86,11,4.04,RU,1637212785
Ürümqi,43.801,87.6005,270.68,93,90,2.0,CN,1637212084
Vila Velha,-20.3297,-40.2925,296.12,92,0,1.34,BR,1637212785
Ilulissat,69.2167,-51.1,248.14,76,0,3.05,GL,1637212786
Katsuura,35.1333,140.3,291.54,78,99,1.63,JP,1637212786
Rosarito,32.3333,-117.0333,288.48,81,90,0.89,MX,1637212787
Jackson,42.4165,-122.8345,278.73,78,1,0.0,US,1637212508
Sidi Ali,36.0998,0.4206,285.73,81,97,4.74,DZ,1637212787
Novobirilyussy,56.9514,90.6661,268.51,93,100,3.02,RU,1637212788
Darhan,49.4867,105.9228,270.54,49,6,2.42,MN,1637212788
Saint Paul Harbor,57.79,-152.4072,264.88,62,75,4.63,US,1637212788
Broome,42.2506,-75.833,284.77,72,1,0.45,US,1637212789
Kavaratti,10.5669,72.642,299.98,81,80,4.67,IN,1637212789
Rūdbār,30.15,62.6,280.77,37,2,5.11,AF,1637212789
Nhulunbuy,-12.2333,136.7667,307.49,52,40,5.66,AU,1637212790
Namatanai,-3.6667,152.4333,302.36,60,27,3.25,PG,1637212790
Doka,13.5167,35.7667,298.69,53,9,4.86,SD,1637212790
San Juan de la Maguana,18.8059,-71.2299,292.4,70,0,1.6,DO,1637212791
Portland,45.5234,-122.6762,282.53,56,40,0.45,US,1637212202
Taoudenni,22.6783,-3.9836,295.29,17,99,2.64,ML,1637212791
Port Hawkesbury,45.6169,-61.3485,277.36,98,90,0.89,CA,1637212792
Colac,-38.3333,143.5833,301.01,37,75,9.33,AU,1637212792
Talnakh,69.4865,88.3972,253.7,87,100,2.53,RU,1637212792
Chalchihuites,23.4833,-103.8833,283.83,45,1,2.31,MX,1637212793
Salalah,17.0151,54.0924,300.2,36,0,1.03,OM,1637212793
Bambey,14.6955,-16.4493,297.58,79,92,2.87,SN,1637212793
Ust-Maya,60.4167,134.5333,250.83,93,89,0.7,RU,1637212794
Chicama,-7.8447,-79.1469,290.9,86,100,1.62,PE,1637212794
Sciacca,37.5082,13.0881,288.17,83,13,0.53,IT,1637212794
Halifax,44.6453,-63.5724,275.15,86,64,1.03,CA,1637212795
Okato,-39.2,173.8833,289.5,67,1,5.34,NZ,1637212795
Cassilândia,-19.1133,-51.7342,294.21,99,100,0.83,BR,1637212795
North Bend,43.4065,-124.2243,281.4,92,20,4.12,US,1637212796
Petra,30.3222,35.4793,285.16,82,0,0.96,JO,1637212796
Provideniya,64.3833,-173.3,262.21,62,75,6.0,RU,1637212797
Sinop Province,41.7711,34.8709,278.54,59,67,1.26,TR,1637212797
Bud,39.447,-86.1758,281.14,96,100,5.18,US,1637212797
Alexandria,31.2156,29.9553,293.97,67,46,4.38,EG,1637212798
Taltal,-25.4,-70.4833,288.47,78,2,0.83,CL,1637212798
Kalmunai,7.4167,81.8167,300.43,79,100,0.31,LK,1637212798
Kamwenge,0.1866,30.4539,290.46,96,94,0.22,UG,1637212799
Mastic Beach,40.7668,-72.8521,288.25,89,20,0.45,US,1637212799
Lodeynoye Pole,60.726,33.5531,274.76,93,100,3.91,RU,1637212799
Seymchan,62.8833,152.4333,257.26,95,100,2.38,RU,1637212800
Severo-Kuril'sk,50.6789,156.125,274.06,62,48,5.65,RU,1637212800
Bismil,37.8486,40.6658,282.94,45,47,0.72,TR,1637212801
Gigmoto,13.7796,124.39,298.84,92,100,1.52,PH,1637212801
Acapulco de Juárez,16.8634,-99.8901,297.83,82,95,1.61,MX,1637212520
Boa Vista,2.8197,-60.6733,300.14,69,20,3.09,BR,1637212802
Ancud,-41.8697,-73.8203,283.39,87,77,1.76,CL,1637212802
Luanda,-8.8368,13.2343,296.95,88,93,1.63,AO,1637212510
Belmonte,-15.8631,-38.8828,295.43,89,92,1.03,BR,1637212802
Marsá Maţrūḩ,31.3525,27.2453,291.64,78,51,2.39,EG,1637212803
Santarém,-2.4431,-54.7083,297.22,100,75,2.06,BR,1637212522
Ketchikan,55.3422,-131.6461,278.41,87,90,3.6,US,1637212803
Namanga,-2.5433,36.7905,293.06,73,100,3.85,KE,1637212804
Lompoc,34.6391,-120.4579,287.0,88,1,0.0,US,1637212804
Dillon,34.4166,-79.3712,288.42,92,0,2.93,US,1637212805
Banda Aceh,5.5577,95.3222,301.73,66,100,1.22,ID,1637212805
Torres,-29.3353,-49.7269,291.39,92,100,3.13,BR,1637212805
Umluj,25.0213,37.2685,299.87,39,4,5.32,SA,1637212806
Tazovsky,67.4667,78.7,257.32,95,100,5.1,RU,1637212806
Vanavara,60.34,102.2797,256.94,80,64,1.7,RU,1637212806
Samarai,-10.6167,150.6667,302.39,72,46,4.67,PG,1637212807
Suntar,62.1444,117.6319,256.27,93,81,0.83,RU,1637212807
Jiaocheng,24.6774,116.1389,298.16,46,46,1.78,CN,1637212807
Iralaya,15.0,-83.2333,298.58,86,100,4.35,HN,1637212695
Thompson,55.7435,-97.8558,265.24,86,90,4.12,CA,1637212808
Ayan,56.45,138.1667,264.36,63,67,5.17,RU,1637212808
Longyearbyen,78.2186,15.6401,269.06,68,40,11.32,SJ,1637212809
Chernyshevskiy,63.0128,112.4714,253.94,94,75,0.29,RU,1637212809
Tondano,1.3038,124.9112,301.2,75,100,0.65,ID,1637212809
Aklavik,68.2191,-135.0107,254.55,91,100,9.34,CA,1637212810
Kapuskasing,49.4169,-82.4331,273.2,100,75,4.12,CA,1637212810
Praia da Vitória,38.7333,-27.0667,291.9,77,40,5.84,PT,1637212810
Sabang,5.8933,95.3214,300.17,72,100,1.07,ID,1637212811
High Level,58.5169,-117.136,263.21,92,90,1.54,CA,1637212811
Mbanza-Ngungu,-5.25,14.8667,291.97,98,70,0.82,CD,1637212811
Lebu,-37.6167,-73.65,286.39,77,90,5.79,CL,1637212812
Pandaria,22.2333,81.4167,299.82,48,80,1.65,IN,1637212812
Mossamedes,-15.1961,12.1522,294.12,85,93,2.13,AO,1637212812
Hīt,33.6416,42.8251,290.8,43,21,2.49,IQ,1637212813
Othaya,-0.5652,36.9609,291.08,84,90,0.83,KE,1637212813
Poconé,-16.2567,-56.6228,295.17,99,100,1.66,BR,1637212813
Mnogovershinnyy,53.9353,139.9242,266.41,80,90,1.7,RU,1637212814
Faya,18.3851,42.4509,289.21,51,0,0.69,SA,1637212814
Kermanshah,34.3142,47.065,276.65,70,20,3.09,IR,1637212815
Illela,13.7292,5.2975,296.69,21,6,1.78,NG,1637212815
Hoquiam,46.9809,-123.8893,282.04,57,20,5.66,US,1637212815
Ruteng,-8.6136,120.4721,294.86,80,57,0.2,ID,1637212816
Laurel,39.0993,-76.8483,289.4,85,9,1.79,US,1637212796
Alzamay,55.5562,98.6644,266.48,69,85,4.63,RU,1637212816
Pontianak,-0.0333,109.3333,306.14,52,75,1.54,ID,1637212816
Turukhansk,65.8167,87.9833,260.95,85,100,6.42,RU,1637212817
Bedelē,8.456,36.353,287.38,66,89,1.21,ET,1637212817
Agadez,19.75,10.25,294.37,19,3,3.65,NE,1637212818
Tahe,52.3333,124.7333,267.13,78,100,3.71,CN,1637212818
Tiruttani,13.177,79.6128,299.59,94,100,3.12,IN,1637212818
Mirny,62.5353,113.9611,256.14,95,81,1.14,RU,1637212819
Yangi Marg`ilon,40.4272,71.7189,276.55,52,10,1.03,UZ,1637212819
Tezu,27.9167,96.1667,299.68,27,58,1.49,IN,1637212820
Trincomalee,8.5711,81.2335,299.62,81,100,5.37,LK,1637212647
Nsanje,-16.92,35.262,306.04,30,0,3.02,MW,1637212820
Stephenville,32.2207,-98.2023,285.44,40,90,6.17,US,1637212821
Gaza,31.5,34.4667,290.47,69,4,0.53,PS,1637212821
Khasan,42.4308,130.6434,284.59,52,65,3.76,RU,1637212821
San Policarpo,12.1791,125.5072,299.68,79,100,3.9,PH,1637212822
Takāb,36.4009,47.1133,275.45,41,1,1.31,IR,1637212822
Arica,-18.475,-70.3042,291.28,72,90,2.57,CL,1637212772
Nanhai,30.1282,111.7784,293.25,44,0,4.02,CN,1637212823
Maumere,-8.6199,122.2111,302.07,69,63,0.27,ID,1637212823
Yulara,-25.2406,130.9889,309.06,9,1,3.09,AU,1637212823
Athabasca,54.7169,-113.2854,262.38,79,100,3.68,CA,1637212824
Muromtsevo,56.3724,75.2418,257.23,93,100,4.22,RU,1637212824
Tocopilla,-22.092,-70.1979,289.86,72,9,1.9,CL,1637212825
Conceição da Barra,-18.5933,-39.7322,294.61,96,99,1.43,BR,1637212825
Antalaha,-14.9003,50.2788,299.81,60,93,3.16,MG,1637212825
Lorengau,-2.0226,147.2712,301.72,75,24,1.79,PG,1637212826
Soubre,5.7856,-6.6083,295.45,99,40,0.68,CI,1637212826
Amahai,-3.3333,128.9167,301.04,77,100,1.36,ID,1637212826
Ullapool,57.8987,-5.1604,287.56,97,100,10.22,GB,1637212827
Capinópolis,-18.6819,-49.5697,294.05,97,100,1.47,BR,1637212827
Los Llanos de Aridane,28.6585,-17.9182,289.33,73,20,3.58,ES,1637212827
Basco,20.4487,121.9702,299.91,79,35,4.68,PH,1637212828
Tilichiki,60.4667,166.1,266.43,90,97,3.87,RU,1637212828
Örnsköldsvik,63.2909,18.7153,274.68,93,96,6.17,SE,1637212828
Chernukha,55.5974,43.7556,271.81,95,100,2.6,RU,1637212829
San Lorenzo,-25.3333,-57.5333,291.81,100,90,2.68,PY,1637212546
Atambua,-9.1061,124.8925,302.61,57,42,0.66,ID,1637212829
Olinda,-8.0089,-34.8553,300.0,69,40,4.12,BR,1637212830
Nouadhibou,20.931,-17.0347,292.14,94,100,2.57,MR,1637212830
San Andrés,12.5847,-81.7006,301.16,78,90,6.69,CO,1637212830
Aktash,50.3,87.7333,261.02,59,98,3.1,RU,1637212831
Puerto Escondido,15.85,-97.0667,298.29,78,3,1.97,MX,1637212831
Port-Gentil,-0.7193,8.7815,298.13,94,20,2.06,GA,1637212832
Chyorny Yar,48.0624,46.1091,271.1,60,78,1.41,RU,1637212832
Callaguip,18.0714,120.4867,305.16,55,40,2.06,PH,1637212832
Ixtapa,20.7,-105.2,297.16,87,10,1.47,MX,1637212833
Grand Gaube,-20.0064,57.6608,301.37,63,22,5.81,MU,1637212833
Kahului,20.8947,-156.47,299.17,92,20,6.69,US,1637212834
Batu Gajah,4.4692,101.0411,303.2,70,20,0.51,MY,1637212834
Plettenberg Bay,-34.0527,23.3716,287.75,80,88,3.44,ZA,1637212834
Beloha,-25.1667,45.05,303.77,30,0,1.69,MG,1637212835
Shīeli,44.1667,66.75,271.67,63,89,4.81,KZ,1637212835
‘Āhuimanu,21.4447,-157.8378,300.99,79,75,2.57,US,1637212835
Chanderi,24.7167,78.1333,295.03,34,85,2.97,IN,1637212836
Tigil',57.8,158.6667,261.15,88,99,0.64,RU,1637212836
Oussouye,12.485,-16.5469,297.99,79,80,1.67,SN,1637212836
Ayr,55.4627,-4.6339,286.21,100,75,5.66,GB,1637212837
Visby,57.6409,18.296,280.85,81,90,8.23,SE,1637212837
Karratha,-20.7377,116.8463,306.3,38,34,7.94,AU,1637212837
Tautira,-17.7333,-149.15,301.16,69,46,9.83,PF,1637212838
Bose,45.4612,8.0137,281.89,97,47,1.32,IT,1637212838
Collie,-33.3667,116.15,289.25,68,100,5.06,AU,1637212838
Havelock,34.8791,-76.9013,291.45,90,0,3.33,US,1637212839
Erdenet,49.0333,104.0833,268.29,33,37,2.73,MN,1637212839
Mandasa,18.8667,84.4667,299.58,61,38,5.03,IN,1637212840
Mitchell,43.7094,-98.0298,270.14,54,1,5.14,US,1637212712
Bahía Honda,22.9036,-83.1592,296.6,91,99,4.28,CU,1637212840
Colares,38.7992,-9.4469,285.56,57,0,2.68,PT,1637212840
Teya,60.3778,92.6267,261.96,87,100,1.72,RU,1637212841
Malaya Vishera,58.8454,32.2222,273.19,84,100,4.76,RU,1637212841
Chumikan,54.7183,135.315,266.69,69,42,1.44,RU,1637212841
Kupang,-10.1667,123.5833,305.47,62,40,7.2,ID,1637212842
Broken Hill,-31.95,141.4333,306.11,13,58,11.09,AU,1637212842
Norman Wells,65.282,-126.8329,255.17,78,90,4.12,CA,1637212843
Abu Samrah,35.3029,37.1841,287.29,54,8,1.04,SY,1637212843
Torbay,47.6666,-52.7314,274.58,81,75,8.75,CA,1637212843
Bow Island,49.8668,-111.3684,266.36,79,68,0.0,CA,1637212844
Iwaki,37.05,140.8833,289.83,63,99,0.45,JP,1637212844
Sarkand,45.41,79.9186,271.39,50,100,0.97,KZ,1637212844
Tongliao,43.6125,122.2653,278.61,43,100,1.86,CN,1637212845
Nur-Sultan,51.1801,71.446,265.12,79,20,4.0,KZ,1637212845
Pitimbu,-7.4706,-34.8086,298.48,73,33,5.72,BR,1637212845
Carnarvon,-24.8667,113.6333,296.19,56,67,7.2,AU,1637212846
Rockhampton,-23.3833,150.5,301.09,47,40,5.14,AU,1637212776
Oromocto,45.8351,-66.4792,273.68,87,90,1.54,CA,1637212846
Andros Town,24.7,-77.7667,298.13,78,92,9.87,BS,1637212847
Kibala,9.1104,18.3463,297.12,83,0,3.09,TD,1637212847
Coari,-4.085,-63.1414,296.25,99,100,0.96,BR,1637212732
Krasnosel'kup,65.7,82.4667,260.41,94,100,4.7,RU,1637212848
Margate,51.3813,1.3862,280.39,85,100,0.45,GB,1637212848
Novomalorossiyskaya,45.6348,39.8948,272.59,80,82,3.52,RU,1637212848
Richards Bay,-28.783,32.0377,297.46,82,82,7.52,ZA,1637212849
Niles,42.0189,-87.8028,279.12,59,75,2.24,US,1637212849
Leninsk,48.7119,45.1994,267.07,62,41,1.35,RU,1637212849
Nome,64.5011,-165.4064,252.19,60,1,0.0,US,1637212850
Abhā,18.2164,42.5053,289.05,72,0,0.0,SA,1637212850
Bull Savanna,17.8868,-77.5902,296.22,82,90,2.25,JM,1637212850
Midland,31.9974,-102.0779,284.52,32,1,7.72,US,1637212849
Aleppo Governorate,36.25,37.5,286.73,34,1,2.64,SY,1637212619
Uyuni,-20.4597,-66.825,277.74,15,44,3.96,BO,1637212851
Walla Walla,46.0646,-118.343,276.42,85,1,3.6,US,1637212851
Piaçabuçu,-10.4056,-36.4344,297.05,83,5,3.2,BR,1637212852
Flinders,-34.5833,150.8552,300.82,65,34,2.24,AU,1637212852
Xining,36.6167,101.7667,279.27,23,19,1.31,CN,1637212852
Bauru,-22.3147,-49.0606,294.49,92,100,1.55,BR,1637212853
Fleetwood,53.9253,-3.0109,285.23,90,100,11.28,GB,1637212853
Yerbogachën,61.2767,108.0108,255.57,88,37,1.37,RU,1637212853
Talaya,61.3833,152.75,255.35,99,100,0.69,RU,1637212854
Batagay-Alyta,67.8006,130.4114,253.6,98,100,0.6,RU,1637212854
Ambon City,-3.6954,128.1814,302.23,79,40,1.03,ID,1637212854
Nelson Bay,-32.7167,152.15,299.14,63,5,1.79,AU,1637212855
Mbandaka,0.0487,18.2603,294.47,92,94,0.97,CD,1637212855
Provo,40.2338,-111.6585,273.91,65,1,0.0,US,1637212644
Porto Walter,-8.2686,-72.7439,295.61,99,94,1.42,BR,1637212856
Adrar,20.5022,-10.0711,297.7,27,100,3.8,MR,1637212856
Hofn,64.2539,-15.2082,273.46,80,100,4.0,IS,1637212856
Havre-St-Pierre,50.2334,-63.5986,270.15,86,1,1.03,CA,1637212857
Bowen,-20.0167,148.2333,300.5,64,15,8.97,AU,1637212857
Dauphin,51.1494,-100.0502,269.23,80,75,9.26,CA,1637212857
Esso,55.9333,158.7,260.12,98,32,1.7,RU,1637212858
Sibolga,1.7427,98.7792,303.22,60,73,1.94,ID,1637212858
Carballo,43.213,-8.691,284.74,82,5,2.73,ES,1637212858
Hirara,24.8,125.2833,299.07,69,75,4.12,JP,1637212859
Sungurlare,42.7667,26.7833,279.8,82,100,0.55,BG,1637212859
Port Augusta,-32.5,137.7667,302.23,14,69,9.25,AU,1637212859
Kānker,20.2719,81.4931,300.36,57,72,2.77,IN,1637212860
Machalí,-34.1833,-70.6667,288.33,41,0,0.87,CL,1637212860
Santiago,-33.4569,-70.6483,290.85,54,0,2.57,CL,1637212861
Maniitsoq,65.4167,-52.9,263.82,54,0,3.21,GL,1637212861
Port Moresby,-9.4431,147.1797,304.83,70,75,5.14,PG,1637212861
Cheremisinovo,51.8855,37.2646,266.21,61,64,3.08,RU,1637212862
Kāvali,14.9167,79.9833,296.84,96,100,10.39,IN,1637212862
Gunjur,13.2019,-16.7339,296.19,100,62,1.54,GM,1637212862
Reconquista,-29.15,-59.65,286.39,56,3,2.86,AR,1637212863
‘Ewa Beach,21.3156,-158.0072,301.12,74,90,3.58,US,1637212863
Sandwick,60.0,-1.25,284.05,100,90,12.35,GB,1637212639
Paita,-5.0892,-81.1144,290.78,90,32,4.12,PE,1637212864
Deputatsky,69.3,139.9,250.25,100,99,0.78,RU,1637212864
Caravelas,-17.7125,-39.2481,294.92,94,81,1.59,BR,1637212864
Trenggalek,-8.05,111.7167,303.91,65,98,1.65,ID,1637212865
Na Wa,17.4897,104.1006,302.24,54,54,1.69,TH,1637212865
Malia,35.2833,25.4667,289.72,88,36,1.78,GR,1637212866
Mae Sai,20.4335,99.8762,303.4,60,69,1.49,TH,1637212866
Mugango,-1.6833,33.7,296.84,52,88,2.96,TZ,1637212866
Cockburn Town,21.4612,-71.1419,300.72,66,16,10.03,TC,1637212673
Wenatchee,47.4235,-120.3103,275.62,66,1,1.54,US,1637212699
Inhambane,-23.865,35.3833,300.14,89,40,7.2,MZ,1637212867
Ozark,37.0209,-93.206,281.9,56,100,2.24,US,1637212867
Moyo,3.6609,31.7247,294.6,76,14,1.09,UG,1637212868
Polovinnoye,54.7914,65.9864,259.68,89,28,4.32,RU,1637212868
Morgan City,29.6994,-91.2068,293.71,100,40,2.06,US,1637212868
Erciş,39.0287,43.3586,271.93,39,98,1.09,TR,1637212869
Kilindoni,-7.9139,39.6668,300.31,75,47,3.16,TZ,1637212869
Edgewater,28.9889,-80.9023,296.56,69,100,3.99,US,1637212869
São Félix do Xingu,-6.6447,-51.995,294.89,98,97,0.21,BR,1637212870
Petatlán,17.5167,-101.2667,295.63,86,17,1.67,MX,1637212870
Lukovetskiy,64.2956,41.9211,273.14,98,100,3.23,RU,1637212870
Zhaodong,46.0833,125.9833,276.16,56,32,6.85,CN,1637212871
Zwedru,6.0667,-8.1281,295.09,97,22,0.72,LR,1637212871
Champasak,14.75,106.0,304.64,47,28,2.18,LA,1637212872
Alice Springs,-23.7,133.8833,306.9,10,0,3.6,AU,1637212872
Valday,57.9747,33.2525,272.54,76,100,4.37,RU,1637212872
Mitsamiouli,-11.3847,43.2844,303.31,54,20,6.69,KM,1637212873
Puerto Colombia,10.9878,-74.9547,300.2,82,100,9.33,CO,1637212873
Bubaque,11.2833,-15.8333,300.9,70,57,2.79,GW,1637212873
Japura,-0.3167,102.35,304.52,62,82,1.38,ID,1637212874
